Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Country,Gender,Timestamp,Clicked on Ad
50.19,40,33987.27,117.3,Progressive uniform budgetary management,Lake Stephenborough,Thailand,Female,3/25/16 19:02,Yes
59.12,33,28210.03,124.54,Synergistic stable infrastructure,Silvaton,Greece,Male,5/12/16 21:32,Yes
59.88,30,75535.14,193.63,Reverse-engineered content-based intranet,West Michaelstad,French Polynesia,Female,3/2/16 5:11,No
59.7,28,49158.5,120.25,Expanded zero administration attitude,Florestown,Guernsey,Male,5/10/16 14:12,Yes
67.8,30,39809.69,117.75,Team-oriented 6thgeneration extranet,New Jay,Isle of Man,Female,3/3/16 2:59,Yes
81.59,35,65826.53,223.16,Managed disintermediate capability,North Lisachester,Holy See (Vatican City State),Male,7/4/16 11:03,No
81.1,29,61172.07,216.49,Front-line dynamic model,Port Stacy,El Salvador,Male,7/8/16 3:47,No
41.7,39,42898.21,126.95,Innovative regional structure,Jensenton,China,Female,5/27/16 5:35,Yes
73.94,27,68333.01,173.49,Function-based incremental standardization,North Alexandra,Myanmar,Female,2/10/16 13:46,No
58.35,37,70232.95,132.63,Universal asymmetric workforce,Rivasland,Macao,Male,6/12/16 21:21,Yes
51.56,46,63102.19,124.85,Business-focused client-driven forecast,Helenborough,Australia,Female,1/7/16 13:58,Yes
79.81,37,51847.26,253.17,Realigned global initiative,Garnerberg,United States Virgin Islands,Female,5/13/16 14:12,No
66.17,26,63580.22,228.7,Business-focused maximized complexity,North Anaport,Mexico,Female,5/2/16 0:01,No
58.21,37,47575.44,105.94,Open-source global strategy,Pattymouth,Djibouti,Male,2/7/16 17:06,Yes
66.12,49,39031.89,113.8,Stand-alone motivating moratorium,South Alexisborough,Cote d'Ivoire,Female,2/15/16 7:27,Yes
80.47,42,70505.06,215.18,Grass-roots multimedia policy,East Jennifer,Mali,Female,2/21/16 5:23,No
77.05,31,62161.26,236.64,Upgradable local migration,Hallfort,Jamaica,Male,3/20/16 22:27,No
49.99,41,61068.26,121.07,Profound bottom-line standardization,New Charleschester,Romania,Male,3/24/16 9:34,Yes
80.3,58,49090.51,173.43,Managed client-server access,East Breannafurt,Cayman Islands,Male,4/4/16 20:01,Yes
79.36,33,62330.75,234.72,Cross-platform directional intranet,East Susanland,Gambia,Male,1/2/16 4:50,No
57.86,30,18819.34,166.86,Horizontal modular success,Estesfurt,Algeria,Male,7/8/16 17:14,Yes
70.29,26,62053.37,231.37,Vision-oriented multi-tasking success,Shirleyfort,Puerto Rico,Female,3/28/16 19:48,No
84.53,33,61922.06,215.18,Optional multi-state hardware,Douglasview,Norfolk Island,Male,7/11/16 9:32,No
59.13,44,49525.37,106.04,Upgradable heuristic system engine,South Lisa,Turkey,Female,6/9/16 17:11,Yes
81.51,41,53412.32,250.03,Future-proofed modular utilization,Kingshire,Guinea,Male,5/19/16 9:30,No
42.94,37,56681.65,130.4,Synergistic dynamic orchestration,Rebeccamouth,Moldova,Female,4/12/16 12:35,Yes
84.81,32,43299.63,233.93,Multi-layered stable encoding,Brownbury,Greece,Male,7/4/16 23:17,No
82.79,34,47997.75,132.08,Team-oriented zero-defect initiative,South Aaron,American Samoa,Male,2/1/16 0:52,Yes
59.22,55,39131.53,126.39,Polarized 5thgeneration matrix,North Andrew,Honduras,Male,1/13/16 2:39,Yes
35,40,46033.73,151.25,Fully-configurable context-sensitive Graphic Interface,South Walter,Mongolia,Male,6/18/16 16:02,Yes
46.61,42,65856.74,136.18,Progressive intermediate throughput,Catherinefort,Ethiopia,Female,1/1/16 20:17,Yes
63.26,29,54787.37,120.46,Customizable holistic archive,East Donna,Ethiopia,Male,3/2/16 4:02,Yes
79.16,32,69562.46,202.9,Compatible intermediate concept,East Timothy,Sri Lanka,Female,3/30/16 20:23,No
67.94,43,68447.17,128.16,Assimilated next generation firmware,North Kimberly,Morocco,Female,5/1/16 0:23,Yes
79.91,32,62772.42,230.18,Total zero administration software,South Stephanieport,United Arab Emirates,Male,6/17/16 3:02,No
66.14,41,78092.95,165.27,Re-engineered impactful software,North Isabellaville,Western Sahara,Male,3/23/16 8:52,No
43.65,39,63649.04,138.87,Business-focused background synergy,North Aaronburgh,Western Sahara,Female,5/8/16 22:24,Yes
59.61,21,60637.62,198.45,Future-proofed coherent budgetary management,Port James,Cambodia,Male,4/6/16 5:55,No
46.61,52,27241.11,156.99,Ergonomic methodical encoding,Danielview,New Zealand,Female,4/5/16 5:54,Yes
89.37,34,42760.22,162.03,Compatible dedicated productivity,Port Stacey,Australia,Female,4/16/16 12:26,No
65.1,49,59457.52,118.1,Up-sized real-time methodology,West Kevinfurt,Bulgaria,Female,6/1/16 3:44,Yes
53.44,42,42907.89,108.17,Up-sized next generation architecture,Lake Jennifer,Libyan Arab Jamahiriya,Male,4/4/16 22:00,Yes
79.53,51,46132.18,244.91,Managed 6thgeneration hierarchy,Reyesfurt,Barbados,Male,6/26/16 4:22,No
91.43,39,46964.11,209.91,Organic motivating model,West Carmenfurt,French Polynesia,Male,7/7/16 3:55,No
73.57,30,70377.23,212.38,Pre-emptive transitional protocol,North Stephanieberg,Uruguay,Male,3/20/16 8:22,No
78.76,32,70012.83,208.02,Managed attitude-oriented Internet solution,East Valerie,Uruguay,Male,4/20/16 10:04,No
76.49,23,56457.01,181.11,Public-key asynchronous matrix,Sherrishire,Brazil,Male,3/25/16 5:05,No
61.72,26,67279.06,218.49,Grass-roots systematic hardware,Port Daniel,Venezuela,Male,2/14/16 7:15,No
84.53,35,54773.99,236.29,User-centric composite contingency,Brownview,Myanmar,Female,3/26/16 0:32,No
72.03,34,70783.94,230.95,Up-sized bi-directional infrastructure,Greerton,Malta,Male,7/5/16 22:33,No
77.47,36,70510.59,222.91,Assimilated actuating policy,Hatfieldshire,Jamaica,Female,3/14/16 3:29,No
75.65,39,64021.55,247.9,Organized upward-trending contingency,Brianabury,Bahrain,Female,5/30/16 2:34,No
78.15,33,72042.85,194.37,Ergonomic neutral portal,New Maria,Algeria,Female,3/7/16 22:32,No
63.8,38,36037.33,108.7,Adaptive demand-driven knowledgebase,Colebury,Tuvalu,Female,3/19/16 0:27,Yes
76.59,29,67526.92,211.64,Reverse-engineered maximized focus group,Calebberg,Georgia,Male,6/18/16 5:17,No
42.6,55,55121.65,168.29,Switchable analyzing encryption,Lake Ian,Cambodia,Male,7/11/16 18:12,Yes
78.77,28,63497.62,211.83,Public-key intangible Graphical User Interface,Gomezport,Guam,Male,1/1/16 8:27,No
83.4,39,60879.48,235.01,Advanced local task-force,Shaneland,Tanzania,Female,4/7/16 1:57,No
79.53,33,61467.33,236.72,Profound well-modulated array,East Aaron,Indonesia,Female,2/28/16 22:02,No
73.89,35,70495.64,229.99,Multi-channeled asymmetric installation,Dustinborough,Somalia,Male,6/26/16 17:25,No
75.8,36,71222.4,224.9,Multi-layered fresh-thinking neural-net,East Michaelland,Belize,Male,1/21/16 4:30,No
81.95,31,64698.58,208.76,Distributed cohesive migration,East Connie,Serbia,Female,5/1/16 21:46,No
56.39,58,32252.38,154.23,Programmable uniform website,West Shannon,Australia,Male,2/14/16 10:06,Yes
44.73,35,55316.97,127.56,Object-based neutral policy,North Lauraland,Guam,Female,1/27/16 18:25,Yes
38.35,33,47447.89,145.48,Horizontal global leverage,Port Christopher,Christmas Island,Male,6/16/16 20:24,Yes
72.53,37,73474.82,223.93,Synchronized grid-enabled moratorium,South Patrickfort,Papua New Guinea,Female,7/21/16 10:01,No
56.2,49,53549.94,114.85,Adaptive uniform capability,East Georgeside,Bahamas,Female,4/21/16 18:31,Yes
79.67,28,58576.12,226.79,Total grid-enabled application,Charlesbury,Comoros,Male,7/20/16 1:56,No
75.42,26,63373.7,164.25,Optional regional throughput,Millertown,Western Sahara,Male,2/26/16 17:14,No
78.64,31,60283.47,235.28,Integrated client-server definition,South Renee,Nicaragua,Male,1/16/16 17:56,No
67.69,44,37345.34,109.22,Fundamental methodical support,South Jackieberg,Guam,Female,4/1/16 1:57,Yes
38.35,41,34886.01,144.69,Synergistic reciprocal attitude,Loriville,Vanuatu,Male,6/24/16 8:42,Yes
59.52,44,67511.86,251.08,Managed 5thgeneration time-frame,Amandaland,Bolivia,Female,5/27/16 18:45,No
62.26,37,77988.71,166.19,Vision-oriented uniform knowledgebase,West Robertside,Malawi,Female,5/26/16 15:40,No
64.75,36,63001.03,117.66,Multi-tiered stable leverage,North Sarashire,Venezuela,Female,4/6/16 1:19,Yes
79.97,26,61747.98,185.45,Down-sized explicit budgetary management,Port Maria,Nepal,Male,1/8/16 19:38,No
47.9,42,48467.68,114.53,Cross-group human-resource time-frame,East Jessefort,United Kingdom,Female,2/24/16 19:08,Yes
80.38,30,55130.96,238.06,Business-focused holistic benchmark,Port Anthony,Albania,Male,3/10/16 7:07,No
64.51,42,79484.8,190.71,Virtual 5thgeneration neural-net,Edwardmouth,Madagascar,Female,4/29/16 7:49,No
71.28,37,67307.43,246.72,Distributed scalable orchestration,Dustinchester,Guyana,Female,4/10/16 16:08,No
50.32,40,27964.6,125.65,Realigned intangible benchmark,Rochabury,Yemen,Male,4/27/16 18:25,Yes
72.76,33,66431.87,240.63,Virtual impactful algorithm,Williamsport,India,Male,5/10/16 4:28,No
72.8,35,63551.67,249.54,Public-key solution-oriented focus group,Austinland,Puerto Rico,Male,1/3/16 23:21,No
74.59,23,40135.06,158.35,Phased clear-thinking encoding,Lake Gerald,United States Virgin Islands,Female,2/15/16 16:52,Yes
46.66,45,49101.67,118.16,Grass-roots mission-critical emulation,Wrightview,Antigua and Barbuda,Male,3/9/16 2:07,Yes
48.86,54,53188.69,134.46,Proactive encompassing paradigm,Perryburgh,French Guiana,Female,1/9/16 17:33,Yes
37.05,39,49742.83,142.81,Automated object-oriented firmware,Tracyhaven,Antigua and Barbuda,Female,2/3/16 5:47,Yes
81.21,36,63394.41,233.04,User-friendly content-based customer loyalty,South Jaimeview,Turkmenistan,Male,1/2/16 9:30,No
66.89,23,64433.99,208.24,Universal incremental array,Sandersland,Honduras,Female,1/4/16 7:28,No
68.11,38,73884.48,231.21,Reactive national success,South Meredithmouth,Seychelles,Male,1/7/16 21:21,No
69.15,46,36424.94,112.72,Automated multi-state toolset,Richardsonshire,Cyprus,Female,7/24/16 0:22,Yes
65.72,36,28275.48,120.12,Managed didactic flexibility,Kimberlymouth,Saint Pierre and Miquelon,Male,2/13/16 13:57,Yes
40.04,27,48098.86,161.58,Cross-platform neutral system engine,Meghanchester,Poland,Male,5/8/16 10:25,Yes
68.6,33,68448.94,135.08,Focused high-level frame,Tammyshire,Taiwan,Female,2/17/16 18:50,Yes
56.16,25,66429.84,164.25,Seamless motivating approach,Millerbury,Cote d'Ivoire,Male,1/22/16 19:43,Yes
78.6,46,41768.13,254.59,Enhanced systematic adapter,Lake Elizabethside,Micronesia,Female,7/20/16 13:21,No
78.29,38,57844.96,252.07,Networked regional Local Area Network,Villanuevaton,Liberia,Male,1/5/16 20:58,No
43.83,45,35684.82,129.01,Total human-resource flexibility,Greerport,Saudi Arabia,Male,1/29/16 5:39,Yes
77.31,32,62792.43,238.1,Assimilated homogeneous service-desk,North Garyhaven,Nepal,Male,6/17/16 20:18,No
39.86,28,51171.23,161.24,Ergonomic zero tolerance encoding,East Sharon,Ghana,Female,2/23/16 13:55,Yes
66.77,25,58847.07,141.13,Cross-platform zero-defect structure,Johnstonmouth,Iran,Male,7/9/16 11:18,Yes
57.2,42,57739.03,110.66,Innovative maximized groupware,East Heatherside,New Zealand,Female,3/19/16 11:09,Yes
73.15,25,64631.22,211.12,Face-to-face executive encryption,Lake Patrick,Libyan Arab Jamahiriya,Female,1/29/16 7:14,No
82.07,24,50337.93,193.97,Monitored local Internet solution,Richardsonmouth,Sri Lanka,Female,6/14/16 7:02,No
49.84,38,67781.31,135.24,Phased hybrid superstructure,Jenniferhaven,United Arab Emirates,Female,5/18/16 3:19,Yes
43.97,36,68863.95,156.97,User-friendly grid-enabled analyzer,Boyerberg,Indonesia,Female,1/30/16 9:54,Yes
77.25,27,55901.12,231.38,Pre-emptive neutral contingency,Port Elijah,Saint Vincent and the Grenadines,Female,4/25/16 16:58,No
74.84,37,64775.1,246.44,User-friendly impactful time-frame,Knappburgh,Mongolia,Male,1/14/16 16:30,No
83.53,36,67686.16,204.56,Customizable methodical Graphical User Interface,New Dawnland,Honduras,Male,7/6/16 5:34,No
38.63,48,57777.11,222.11,Cross-platform logistical pricing structure,Chapmanmouth,Papua New Guinea,Male,4/7/16 10:51,Yes
84,48,46868.53,136.21,Inverse discrete extranet,Robertside,Kyrgyz Republic,Female,4/17/16 5:08,Yes
52.13,50,40926.93,118.27,Open-source even-keeled database,West Raymondmouth,Ethiopia,Female,1/28/16 17:03,Yes
71.83,40,22205.74,135.48,Diverse background ability,Costaburgh,Rwanda,Female,2/18/16 22:42,Yes
78.36,24,58920.44,196.77,Multi-tiered foreground Graphic Interface,Kristineberg,Kyrgyz Republic,Female,6/24/16 21:09,No
50.18,35,63006.14,127.82,Customizable hybrid system engine,Sandrashire,Grenada,Male,6/20/16 4:24,Yes
64.67,51,24316.61,138.35,Horizontal incremental website,Andersonfurt,Togo,Female,2/14/16 16:33,Yes
69.5,26,68348.99,203.84,Front-line systemic capability,Tranland,Pakistan,Male,2/27/16 13:51,No
65.22,30,66263.37,240.09,Fully-configurable foreground solution,Michaelland,Falkland Islands (Malvinas),Female,5/7/16 15:16,No
62.06,40,63493.6,116.27,Digitized radical array,East Rachaelfurt,Jersey,Male,3/16/16 20:10,Yes
84.29,30,56984.09,160.33,Team-oriented transitional methodology,Lake Johnbury,Cayman Islands,Female,6/26/16 2:06,Yes
32.91,37,51691.55,181.02,Future-proofed fresh-thinking conglomeration,Elizabethstad,South Africa,Female,7/17/16 14:26,Yes
39.5,31,49911.25,148.19,Operative multi-tasking Graphic Interface,West Brad,Micronesia,Male,1/28/16 16:42,Yes
75.19,31,33502.57,245.76,Implemented discrete frame,Johnstonshire,Tajikistan,Male,6/16/16 18:04,No
76.21,31,65834.97,228.94,Ameliorated exuding encryption,Lake Timothy,Bolivia,Female,6/19/16 23:21,No
67.76,31,66176.97,242.59,Programmable high-level benchmark,Anthonyfurt,Cameroon,Male,5/24/16 17:42,No
40.01,53,51463.17,161.77,Sharable multimedia conglomeration,East Brettton,Ecuador,Female,3/1/16 22:06,Yes
52.7,41,41059.64,109.34,Team-oriented high-level orchestration,New Matthew,Zambia,Male,1/31/16 8:50,Yes
68.41,38,61428.18,259.76,Grass-roots empowering paradigm,Christopherchester,Guinea-Bissau,Female,4/30/16 15:27,No
35.55,39,51593.46,151.18,Robust object-oriented Graphic Interface,Westshire,Micronesia,Male,1/13/16 20:38,Yes
74.54,24,57518.73,219.75,Switchable secondary ability,Alexisland,Bahamas,Male,3/30/16 16:15,No
81.75,24,52656.13,190.08,Open-architected web-enabled benchmark,Kevinchester,Cape Verde,Female,4/29/16 18:53,No
87.85,31,52178.98,210.27,Compatible scalable emulation,New Patriciashire,French Polynesia,Male,6/14/16 19:48,No
60.23,60,46239.14,151.54,Seamless optimal contingency,Port Brenda,Saudi Arabia,Female,7/15/16 15:43,Yes
87.97,35,48918.55,149.25,Secured secondary superstructure,Port Brianfort,France,Female,3/24/16 5:38,No
78.17,27,65227.79,192.27,Automated mobile model,Portermouth,Burundi,Male,4/26/16 20:57,No
67.91,23,55002.05,146.8,Re-engineered non-volatile neural-net,Hubbardmouth,Latvia,Male,1/12/16 3:28,Yes
85.77,27,52261.73,191.78,Implemented disintermediate attitude,South Brian,Morocco,Female,4/9/16 23:26,No
41.16,49,59448.44,150.83,Configurable interactive contingency,Hendrixmouth,Venezuela,Male,3/28/16 9:15,Yes
53.54,39,47314.45,108.03,Optimized systemic capability,Julietown,Palau,Male,6/23/16 11:05,Yes
73.94,26,55411.06,236.15,Front-line non-volatile implementation,Lukeport,Isle of Man,Male,1/24/16 1:53,No
63.43,29,66504.16,236.75,Ergonomic 24/7 solution,New Shane,Peru,Male,4/15/16 10:18,No
84.59,36,47169.14,241.8,Integrated grid-enabled budgetary management,Lake Jillville,Belgium,Female,4/26/16 13:13,No
70.13,31,70889.68,224.98,Profit-focused systemic support,Johnsonfort,Croatia,Female,5/16/16 23:21,No
40.19,37,55358.88,136.99,Right-sized system-worthy project,Adamsbury,France,Male,1/18/16 2:51,Yes
58.95,55,56242.7,131.29,Proactive actuating Graphical User Interface,East Maureen,Slovenia,Male,6/20/16 8:34,Yes
35.76,51,45522.44,195.07,Versatile optimizing projection,North Angelastad,Peru,Male,7/18/16 4:53,Yes
59.36,49,46931.03,110.84,Universal multi-state system engine,Amandafort,Belarus,Female,7/1/16 1:12,Yes
91.1,40,55499.69,198.13,Secured intermediate approach,Michaelmouth,Bolivia,Female,3/7/16 22:51,No
61.04,41,75805.12,149.21,Operative didactic Local Area Network,Ronaldport,Benin,Female,5/2/16 15:31,Yes
74.06,23,40345.49,225.99,Phased content-based middleware,Port Davidland,Wallis and Futuna,Male,7/23/16 6:18,No
64.63,45,15598.29,158.8,Triple-buffered high-level Internet solution,Isaacborough,Azerbaijan,Female,6/12/16 3:11,Yes
81.29,28,33239.2,219.72,Synergized well-modulated Graphical User Interface,Lake Michael,Mongolia,Female,2/15/16 20:41,No
76.07,36,68033.54,235.56,Implemented bottom-line implementation,West Michaelshire,Denmark,Female,1/23/16 1:42,No
75.92,22,38427.66,182.65,Monitored context-sensitive initiative,Port Calvintown,Russian Federation,Female,2/26/16 1:18,No
78.35,46,53185.34,253.48,Pre-emptive client-server open system,Parkerhaven,Brazil,Male,1/11/16 2:07,No
46.14,28,39723.97,137.97,Seamless bandwidth-monitored knowledge user,Markhaven,Ethiopia,Female,4/4/16 13:56,Yes
44.33,41,43386.07,120.63,Ergonomic empowering frame,Estradashire,Guyana,Male,1/14/16 9:27,Yes
46.43,28,53922.43,137.2,Reverse-engineered background Graphic Interface,Brianland,Ethiopia,Female,4/25/16 3:18,Yes
66.04,27,71881.84,199.76,Synergistic non-volatile analyzer,Cassandratown,Mauritius,Female,3/5/16 23:02,No
84.31,29,47139.21,225.87,Object-based optimal solution,West Dannyberg,Djibouti,Female,1/6/16 21:43,No
83.66,38,68877.02,175.14,Profound dynamic attitude,East Debraborough,Syrian Arab Republic,Female,2/18/16 3:58,No
81.25,33,65186.58,222.35,Enhanced system-worthy toolset,Frankchester,Saint Martin,Male,4/16/16 14:15,No
85.26,32,55424.24,224.07,Reverse-engineered dynamic function,Lisafort,Netherlands Antilles,Male,2/24/16 6:18,No
86.53,46,46500.11,233.36,Networked responsive application,Colemanshire,Greece,Male,6/29/16 1:19,No
76.44,26,58820.16,224.2,Distributed intangible database,Troyville,Madagascar,Female,1/5/16 6:34,No
52.84,43,28495.21,122.31,Multi-tiered mobile encoding,Hobbsbury,Senegal,Female,7/16/16 10:14,Yes
85.24,31,61840.26,182.84,Optional contextually-based flexibility,Harrisonmouth,Burkina Faso,Female,6/17/16 3:23,No
74.71,46,37908.29,258.06,Proactive local focus group,Port Eugeneport,Czech Republic,Male,6/13/16 11:06,No
82.95,39,69805.7,201.29,Customer-focused impactful success,Karenmouth,Lao People's Democratic Republic,Female,4/5/16 8:18,No
76.42,26,60315.19,223.16,Open-source optimizing parallelism,Brendaburgh,Netherlands Antilles,Male,4/17/16 18:38,No
42.04,49,67323,182.11,Organic logistical adapter,New Christinatown,Qatar,Female,2/3/16 16:54,Yes
46.28,26,50055.33,228.78,Stand-alone eco-centric system engine,Jacksonstad,Andorra,Female,4/18/16 21:07,Yes
48.26,50,43573.66,122.45,User-centric intermediate knowledge user,South Margaret,Liechtenstein,Male,6/18/16 22:31,Yes
71.03,55,28186.65,150.77,Programmable didactic capacity,Port Georgebury,China,Male,3/12/16 7:18,Yes
81.37,33,66412.04,215.04,Enhanced regional conglomeration,New Jessicaport,Vietnam,Male,1/15/16 1:20,No
58.05,32,15879.1,195.54,Total asynchronous architecture,Sanderstown,Tajikistan,Female,2/12/16 10:39,Yes
75,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,Eritrea,Female,2/16/16 2:29,No
79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,Monaco,Female,4/4/16 21:23,No
52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,Israel,Male,4/24/16 1:48,Yes
62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,Hungary,Female,5/20/16 0:00,Yes
77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,Singapore,Male,5/15/16 3:10,No
66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Klineside,Cuba,Female,1/7/16 23:02,Yes
89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,Reunion,Male,7/19/16 12:05,No
49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,Zambia,Female,4/4/16 0:02,Yes
77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,Gabon,Female,6/10/16 4:21,No
82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,Dominica,Female,3/11/16 14:50,No
39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,Bahamas,Male,1/14/16 20:58,Yes
47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,Tokelau,Female,6/22/16 5:22,Yes
87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,Turkmenistan,Female,3/19/16 8:00,No
65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,Belgium,Male,4/15/16 15:07,Yes
78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,French Guiana,Male,3/28/16 2:29,No
44.15,28,48867.67,141.96,Proactive secondary monitoring,Salazarbury,Martinique,Male,1/22/16 15:03,Yes
43.57,36,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,French Polynesia,Male,6/25/16 17:33,Yes
76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,Ecuador,Female,3/4/16 14:33,No
42.06,34,43241.19,131.55,Multi-layered secondary software,Jamesmouth,Puerto Rico,Female,6/29/16 2:48,Yes
76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,United Arab Emirates,Male,6/18/16 1:42,No
74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,Burkina Faso,Female,1/31/16 9:57,No
73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,Luxembourg,Male,5/22/16 15:17,No
74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,Jamaica,Female,7/22/16 11:05,No
77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,Antarctica (the territory South of 60 deg S),Female,7/13/16 14:05,No
87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,China,Male,2/11/16 11:50,No
87.16,37,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,Western Sahara,Male,3/16/16 20:33,No
66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,Lebanon,Male,4/25/16 19:31,Yes
65.15,29,41335.84,117.3,Expanded value-added emulation,Brandonbury,Hong Kong,Female,7/14/16 22:43,Yes
68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,Vanuatu,Female,5/30/16 8:02,No
73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,Vanuatu,Male,2/14/16 11:36,No
39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Leahside,Guatemala,Male,1/23/16 21:15,Yes
80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,Greenland,Female,7/18/16 2:51,No
86.76,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,Syrian Arab Republic,Male,2/10/16 8:21,No
73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,Saint Helena,Male,1/4/16 6:37,No
58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,Lebanon,Female,6/5/16 21:38,No
69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,Malta,Female,6/1/16 3:17,Yes
87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,Christmas Island,Male,3/6/16 6:51,Yes
77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,Ukraine,Female,2/26/16 19:35,No
76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,Malta,Male,7/13/16 14:30,No
78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,Italy,Female,6/29/16 7:20,No
71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,Japan,Male,3/15/16 6:54,Yes
81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,Mauritius,Female,6/11/16 6:47,No
46.89,48,72553.94,176.78,Polarized mission-critical structure,Chaseshire,Turkey,Male,7/17/16 13:22,Yes
77.8,57,43708.88,152.94,Virtual executive implementation,Destinyfurt,Namibia,Female,2/14/16 14:38,Yes
45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,China,Female,5/4/16 5:01,Yes
69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,Netherlands,Male,5/20/16 12:17,No
87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,Gibraltar,Female,1/26/16 2:47,No
49.42,53,45465.25,128,Ameliorated well-modulated complexity,Jacquelineshire,Congo,Female,7/7/16 18:07,Yes
71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,Senegal,Female,1/11/16 12:46,No
49.19,38,61004.51,123.08,Versatile solution-oriented secured line,North Mark,Hungary,Male,5/12/16 12:11,Yes
39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,Pitcairn Islands,Female,2/28/16 23:21,Yes
85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,Slovakia (Slovak Republic),Male,5/3/16 16:02,No
68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,United States Virgin Islands,Male,3/15/16 20:19,No
67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,Monaco,Male,7/23/16 5:21,Yes
75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,Portugal,Female,3/11/16 10:01,No
43.07,36,60583.02,137.63,Monitored zero administration collaboration,East Ericport,Turkey,Female,2/11/16 20:45,Yes
39.47,43,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,Uganda,Male,7/6/16 23:09,Yes
48.22,40,73882.91,214.33,Inverse national core,Turnerville,Norfolk Island,Female,3/22/16 19:14,No
76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,Niue,Male,5/26/16 13:28,No
78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,Ukraine,Female,6/18/16 19:10,No
67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,Vanuatu,Female,3/20/16 7:12,No
81.17,30,57195.96,231.91,Optimized static archive,Dayton,United States Minor Outlying Islands,Male,6/3/16 7:00,No
89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,Armenia,Male,2/3/16 15:15,No
79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,Sweden,Male,5/3/16 16:55,No
65.53,19,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,Timor-Leste,Female,6/20/16 2:25,No
61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,French Southern Territories,Male,7/10/16 19:15,No
83.16,41,70185.06,194.95,Decentralized 24hour approach,Robinsonland,Finland,Male,1/4/16 4:00,No
44.11,41,43111.41,121.24,Organic next generation matrix,Lake David,Saint Vincent and the Grenadines,Male,4/20/16 16:49,Yes
56.57,26,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,Senegal,Female,1/23/16 13:14,Yes
